,,,openInterest,openInterest,volume,volume
optionType,,,calls,puts,calls,puts
symbol,strike,expiration,,,,
NIO,11.5,2024-01-26,1204.0,0.0,2.0,1.0
NIO,11.5,2024-02-02,348.0,21.0,1.0,1.0
NIO,11.5,2024-02-09,356.0,,149.0,
NIO,11.5,2024-02-23,103.0,,10.0,
NIO,11.5,2024-03-01,6.0,,0.0,
NIO,12.0,2024-01-26,2148.0,0.0,100.0,6.0
NIO,12.0,2024-02-02,510.0,,2.0,
NIO,12.0,2024-02-09,132.0,0.0,86.0,25.0
NIO,12.0,2024-02-16,17817.0,309.0,104.0,10.0
NIO,12.0,2024-02-23,225.0,0.0,180.0,1.0
NIO,12.0,2024-03-01,7.0,1.0,0.0,0.0
NIO,12.0,2024-03-15,214.0,2.0,15.0,2.0
NIO,12.0,2024-05-17,11627.0,295.0,197.0,2.0
NIO,12.0,2024-08-16,4653.0,62.0,2.0,2.0
NIO,12.0,2024-09-20,580.0,33.0,17.0,17.0
NIO,12.0,2024-11-15,2330.0,324.0,1.0,208.0
NIO,12.0,2024-12-20,1846.0,156.0,81.0,1.0
NIO,12.0,2026-01-16,3168.0,4081.0,246.0,10.0
NIO,12.5,2024-01-26,880.0,0.0,3.0,1.0
NIO,12.5,2024-02-02,403.0,,4.0,
NIO,12.5,2024-02-09,31.0,,171.0,
NIO,12.5,2024-02-23,162.0,,149.0,
NIO,12.5,2024-03-01,56.0,0.0,0.0,1.0
NIO,12.5,2024-06-21,40371.0,5697.0,267.0,26.0
NIO,12.5,2025-01-17,56116.0,12688.0,553.0,35.0
NIO,13.0,2024-01-26,1120.0,0.0,10.0,5.0
NIO,13.0,2024-02-02,762.0,,1.0,
NIO,13.0,2024-02-09,268.0,,50.0,
NIO,13.0,2024-02-16,4843.0,15408.0,106.0,1.0
NIO,13.0,2024-02-23,604.0,0.0,251.0,1.0
NIO,13.0,2024-03-01,40.0,,0.0,
NIO,13.0,2024-05-17,3169.0,2574.0,85.0,1.0
NIO,13.0,2024-08-16,7519.0,121.0,8.0,30.0
NIO,14.0,2024-01-26,464.0,0.0,1.0,3.0
NIO,14.0,2024-02-02,424.0,,200.0,
NIO,14.0,2024-02-09,104.0,,77.0,
NIO,14.0,2024-02-16,6728.0,31.0,5.0,56.0
NIO,14.0,2024-02-23,0.0,,90.0,
NIO,14.0,2024-03-01,4.0,,0.0,
NIO,14.0,2024-05-17,7655.0,10019.0,615.0,2.0
NIO,14.0,2024-08-16,4106.0,58.0,1597.0,0.0
NIO,15.0,2024-01-26,404.0,0.0,8.0,2.0
NIO,15.0,2024-02-02,536.0,0.0,78.0,1.0
NIO,15.0,2024-02-09,2.0,,2.0,
NIO,15.0,2024-02-16,13172.0,19009.0,21.0,8000.0
NIO,15.0,2024-02-23,92.0,0.0,0.0,2.0
NIO,15.0,2024-03-01,28.0,,1.0,
NIO,15.0,2024-05-17,7817.0,83.0,76.0,6.0
NIO,15.0,2024-06-21,27518.0,1376.0,899.0,20.0
NIO,15.0,2024-08-16,1048.0,1.0,7.0,0.0
NIO,15.0,2024-09-20,544.0,72.0,10.0,30.0
NIO,15.0,2024-11-15,727.0,31.0,118.0,2.0
NIO,15.0,2024-12-20,3074.0,211.0,84.0,1.0
NIO,15.0,2025-01-17,28890.0,5694.0,588.0,102.0
NIO,15.0,2026-01-16,2875.0,72.0,117.0,5.0
NIO,16.0,2024-02-16,3815.0,0.0,81.0,5.0
NIO,16.0,2024-05-17,7647.0,38.0,107.0,1.0
NIO,16.0,2024-08-16,74.0,61.0,11.0,1.0
NIO,17.0,2024-02-16,8053.0,54.0,8.0,2.0
NIO,17.0,2024-05-17,979.0,2.0,14.0,0.0
NIO,17.0,2024-08-16,6186.0,0.0,48.0,0.0
NIO,17.0,2024-12-20,1272.0,75.0,35.0,30.0
NIO,17.0,2026-01-16,2664.0,119.0,117.0,4.0
NIO,17.5,2024-06-21,8929.0,1.0,47.0,1.0
NIO,17.5,2025-01-17,13998.0,2764.0,90.0,31.0
NIO,18.0,2024-02-16,1129.0,0.0,20.0,1.0
NIO,18.0,2024-05-17,1254.0,0.0,105.0,0.0
NIO,19.0,2024-02-16,1018.0,0.0,1.0,2.0
NIO,19.0,2024-05-17,1314.0,0.0,140.0,1.0
NIO,20.0,2024-02-16,8502.0,0.0,40.0,5.0
NIO,20.0,2024-05-17,5680.0,0.0,31.0,100.0
NIO,20.0,2024-06-21,12522.0,0.0,135.0,1.0
NIO,20.0,2025-01-17,32297.0,34.0,391.0,20.0
NIO,20.0,2026-01-16,9939.0,1090.0,3099.0,85.0
NIO,22.0,2024-02-16,3337.0,0.0,5.0,5.0
NIO,22.0,2024-06-21,1135.0,12.0,71.0,7.0
NIO,22.5,2025-01-17,5523.0,0.0,92.0,14.0
NIO,25.0,2024-02-16,1013.0,0.0,1.0,2.0
NIO,25.0,2024-06-21,6796.0,0.0,529.0,1.0
NIO,25.0,2025-01-17,23427.0,0.0,101.0,2.0
NIO,30.0,2024-02-16,5626.0,1.0,26.0,1.0
NIO,30.0,2024-06-21,9158.0,0.0,54.0,40.0
NIO,30.0,2025-01-17,21986.0,1.0,36.0,3.0
NIO,35.0,2025-01-17,56180.0,0.0,753.0,2.0
PLTR,1.0,2024-02-16,37.0,1.0,1.0,0.0
PLTR,1.0,2024-03-15,58.0,5.0,3.0,0.0
PLTR,1.0,2024-04-19,8.0,,5.0,
PLTR,2.0,2024-02-16,87.0,,2.0,
PLTR,2.0,2024-03-15,0.0,,3.0,
PLTR,2.5,2024-02-23,1.0,,1.0,
PLTR,3.0,2024-02-16,22.0,,1.0,
PLTR,3.0,2024-03-15,8.0,25.0,2.0,15.0
PLTR,3.0,2024-04-19,5.0,,1.0,
PLTR,3.0,2024-05-17,96.0,3.0,2.0,2.0
PLTR,3.0,2024-06-21,137.0,580.0,1.0,10.0
PLTR,3.0,2024-08-16,2.0,,1.0,
PLTR,3.0,2024-09-20,33.0,13.0,5.0,10.0
PLTR,3.0,2025-01-17,1742.0,4519.0,7.0,1.0
PLTR,3.0,2025-06-20,157.0,121.0,2.0,54.0
PLTR,3.0,2026-01-16,341.0,179.0,5.0,100.0
PLTR,4.0,2024-02-16,22.0,150.0,2.0,4.0
PLTR,4.0,2024-03-15,79.0,92.0,1.0,50.0
PLTR,4.0,2024-04-19,7.0,4.0,5.0,4.0
PLTR,5.0,2024-02-02,3.0,,3.0,
PLTR,5.0,2024-02-09,0.0,,1.0,
PLTR,5.0,2024-02-16,118.0,632.0,7.0,4.0
PLTR,5.0,2024-03-01,1.0,,1.0,
PLTR,5.0,2024-03-15,28.0,1055.0,3.0,40.0
PLTR,5.0,2024-04-19,7.0,1039.0,6.0,1.0
PLTR,5.0,2024-05-17,24.0,577.0,3.0,1.0
PLTR,5.0,2024-06-21,294.0,659.0,5.0,2.0
PLTR,5.0,2024-07-19,,30.0,,60.0
PLTR,5.0,2024-08-16,1.0,68.0,1.0,56.0
PLTR,5.0,2024-09-20,55.0,999.0,1.0,48.0
PLTR,5.0,2024-12-20,1.0,50.0,0.0,190.0
PLTR,5.0,2025-01-17,3375.0,3788.0,1.0,37.0
PLTR,5.0,2025-06-20,239.0,414.0,1.0,2.0
PLTR,5.0,2026-01-16,358.0,2203.0,27.0,32.0
PLTR,6.0,2024-02-16,30.0,1031.0,10.0,1.0
PLTR,6.0,2024-03-15,81.0,2206.0,7.0,10.0
PLTR,6.0,2024-04-19,1.0,4.0,0.0,2.0
PLTR,6.0,2024-05-17,20.0,543.0,5.0,300.0
PLTR,6.0,2024-06-21,5.0,811.0,1.0,552.0
PLTR,6.0,2024-07-19,1.0,40.0,1.0,30.0
PLTR,7.0,2024-02-16,75.0,4480.0,4.0,78.0
PLTR,7.0,2024-03-15,115.0,447.0,4.0,20.0
PLTR,7.0,2024-04-19,14.0,159.0,3.0,3.0
PLTR,7.0,2024-05-17,132.0,519.0,1.0,1.0
PLTR,7.0,2024-06-21,1247.0,3512.0,5.0,2.0
PLTR,7.0,2024-07-19,,25.0,,60.0
PLTR,7.0,2025-01-17,8483.0,13062.0,44.0,23.0
PLTR,7.5,2024-01-26,7.0,,7.0,
PLTR,7.5,2024-02-02,1.0,,0.0,
PLTR,7.5,2024-02-09,3.0,91.0,0.0,7.0
PLTR,8.0,2024-02-16,171.0,521.0,2.0,3.0
PLTR,8.0,2024-03-15,228.0,501.0,5.0,15.0
PLTR,8.0,2024-04-19,65.0,388.0,10.0,70.0
PLTR,8.0,2024-05-17,38.0,271.0,1.0,1.0
PLTR,8.0,2024-06-21,56.0,406.0,1.0,1.0
PLTR,8.0,2024-07-19,,37.0,,10.0
PLTR,8.0,2024-12-20,2.0,15.0,2.0,10.0
PLTR,8.0,2025-06-20,502.0,657.0,6.0,4.0
PLTR,8.0,2026-01-16,573.0,1846.0,10.0,3.0
PLTR,9.0,2024-01-26,48.0,,27.0,
PLTR,9.0,2024-02-02,26.0,,4.0,
PLTR,9.0,2024-02-16,191.0,323.0,1.0,3.0
PLTR,9.0,2024-03-15,142.0,5735.0,1.0,1.0
PLTR,9.0,2024-04-19,84.0,232.0,1.0,2.0
PLTR,9.0,2024-05-17,99.0,1269.0,1.0,20.0
PLTR,9.0,2024-06-21,36.0,191.0,9.0,1.0
PLTR,9.0,2024-08-16,15.0,2041.0,2.0,1.0
PLTR,10.0,2024-01-26,107.0,90.0,10.0,50.0
PLTR,10.0,2024-02-02,70.0,293.0,55.0,1.0
PLTR,10.0,2024-02-09,15.0,112.0,6.0,26.0
PLTR,10.0,2024-02-16,1027.0,3753.0,15.0,33.0
PLTR,10.0,2024-02-23,20.0,57.0,1.0,2.0
PLTR,10.0,2024-03-01,13.0,29.0,4.0,61.0
PLTR,10.0,2024-03-15,578.0,34470.0,43.0,22.0
PLTR,10.0,2024-04-19,81.0,1016.0,6.0,18.0
PLTR,10.0,2024-05-17,236.0,2872.0,9.0,8.0
PLTR,10.0,2024-06-21,6556.0,21948.0,24.0,1.0
PLTR,10.0,2024-07-19,3.0,3.0,3.0,1.0
PLTR,10.0,2024-08-16,50.0,227.0,43.0,3.0
PLTR,10.0,2024-09-20,347.0,5145.0,118.0,6.0
PLTR,10.0,2024-12-20,9.0,126.0,18.0,1.0
PLTR,10.0,2025-01-17,16054.0,33910.0,86.0,64.0
PLTR,10.0,2025-06-20,2117.0,1997.0,4.0,1.0
PLTR,10.0,2026-01-16,4723.0,1939.0,145.0,4.0
PLTR,11.0,2024-01-26,68.0,52.0,2.0,11.0
PLTR,11.0,2024-02-02,42.0,9.0,5.0,1.0
PLTR,11.0,2024-02-09,4.0,28.0,2.0,4.0
PLTR,11.0,2024-02-16,368.0,3386.0,32.0,82.0
PLTR,11.0,2024-02-23,2.0,30.0,1.0,1.0
PLTR,11.0,2024-03-01,,12.0,,30.0
PLTR,11.0,2024-03-15,506.0,15813.0,11.0,9.0
PLTR,11.0,2024-04-19,291.0,6368.0,5.0,9.0
PLTR,11.0,2024-05-17,135.0,2585.0,5.0,1.0
PLTR,11.0,2024-06-21,198.0,7761.0,1.0,12.0
PLTR,11.0,2024-07-19,,1.0,,1.0
PLTR,11.0,2024-08-16,43.0,2595.0,11.0,2.0
PLTR,11.5,2024-01-26,2.0,,2.0,
PLTR,11.5,2024-02-23,2.0,48.0,0.0,27.0
PLTR,11.5,2024-03-01,,29.0,,1.0
PLTR,12.0,2024-01-26,136.0,94.0,36.0,1.0
PLTR,12.0,2024-02-02,88.0,534.0,77.0,450.0
PLTR,12.0,2024-02-09,12.0,161.0,12.0,12.0
PLTR,12.0,2024-02-16,684.0,10112.0,23.0,826.0
PLTR,12.0,2024-02-23,23.0,101.0,22.0,7.0
PLTR,12.0,2024-03-01,53.0,39.0,55.0,3.0
PLTR,12.0,2024-03-15,354.0,31620.0,8.0,1142.0
PLTR,12.0,2024-04-19,384.0,10193.0,26.0,533.0
PLTR,12.0,2024-05-17,608.0,8376.0,5.0,1.0
PLTR,12.0,2024-06-21,3706.0,27954.0,72.0,28.0
PLTR,12.0,2024-07-19,5.0,4.0,5.0,2.0
PLTR,12.0,2024-08-16,118.0,3779.0,1.0,21.0
PLTR,12.0,2025-01-17,13722.0,21915.0,128.0,115.0
PLTR,12.5,2024-01-26,11.0,279.0,10.0,2.0
PLTR,12.5,2024-02-02,,96.0,,21.0
PLTR,12.5,2024-02-09,28.0,142.0,2.0,34.0
PLTR,12.5,2024-02-23,,95.0,,5.0
PLTR,12.5,2024-03-01,,21.0,,1.0
PLTR,13.0,2024-01-26,38.0,254.0,21.0,27.0
PLTR,13.0,2024-02-02,33.0,367.0,2.0,225.0
PLTR,13.0,2024-02-09,22.0,767.0,2.0,58.0
PLTR,13.0,2024-02-16,1540.0,9988.0,89.0,252.0
PLTR,13.0,2024-02-23,1590.0,335.0,2.0,75.0
PLTR,13.0,2024-03-01,21.0,156.0,20.0,13.0
PLTR,13.0,2024-03-15,404.0,18448.0,22.0,23.0
PLTR,13.0,2024-04-19,342.0,8909.0,107.0,47.0
PLTR,13.0,2024-05-17,1336.0,2781.0,11.0,35.0
PLTR,13.0,2024-06-21,3924.0,13637.0,54.0,649.0
PLTR,13.0,2024-07-19,4.0,7.0,3.0,4.0
PLTR,13.0,2024-08-16,42.0,7070.0,20.0,7.0
PLTR,13.0,2024-09-20,102.0,7130.0,2.0,79.0
PLTR,13.0,2024-12-20,23.0,1532.0,13.0,10.0
PLTR,13.0,2025-06-20,1261.0,2622.0,2.0,2.0
PLTR,13.0,2026-01-16,3123.0,2993.0,526.0,1040.0
PLTR,13.5,2024-01-26,49.0,551.0,48.0,339.0
PLTR,13.5,2024-02-02,3.0,315.0,0.0,25.0
PLTR,13.5,2024-02-09,84.0,328.0,1.0,95.0
PLTR,13.5,2024-02-23,10.0,265.0,6.0,28.0
PLTR,13.5,2024-03-01,1.0,13.0,1.0,2.0
PLTR,14.0,2024-01-26,208.0,1131.0,65.0,175.0
PLTR,14.0,2024-02-02,110.0,2022.0,83.0,419.0
PLTR,14.0,2024-02-09,99.0,1518.0,13.0,187.0
PLTR,14.0,2024-02-16,2020.0,18582.0,121.0,1723.0
PLTR,14.0,2024-02-23,127.0,2132.0,6.0,167.0
PLTR,14.0,2024-03-01,1.0,97.0,2.0,15.0
PLTR,14.0,2024-03-15,1628.0,21757.0,304.0,886.0
PLTR,14.0,2024-04-19,1949.0,8232.0,381.0,5.0
PLTR,14.0,2024-05-17,715.0,7748.0,14.0,57.0
PLTR,14.0,2024-06-21,841.0,17984.0,47.0,1.0
PLTR,14.0,2024-07-19,,2.0,,1.0
PLTR,14.0,2024-08-16,79.0,3307.0,10.0,20.0
PLTR,14.5,2024-01-26,952.0,2061.0,912.0,178.0
PLTR,14.5,2024-02-02,40.0,1084.0,18.0,262.0
PLTR,14.5,2024-02-09,49.0,2636.0,20.0,1915.0
PLTR,14.5,2024-02-23,25.0,461.0,3.0,79.0
PLTR,14.5,2024-03-01,1.0,76.0,0.0,18.0
PLTR,15.0,2024-01-26,652.0,3471.0,209.0,634.0
PLTR,15.0,2024-02-02,211.0,2712.0,137.0,1254.0
PLTR,15.0,2024-02-09,240.0,2115.0,60.0,839.0
PLTR,15.0,2024-02-16,4498.0,19920.0,311.0,3849.0
PLTR,15.0,2024-02-23,386.0,700.0,27.0,180.0
PLTR,15.0,2024-03-01,25.0,163.0,3.0,109.0
PLTR,15.0,2024-03-15,6004.0,18317.0,247.0,456.0
PLTR,15.0,2024-04-19,2315.0,8714.0,32.0,106.0
PLTR,15.0,2024-05-17,887.0,10722.0,19.0,38.0
PLTR,15.0,2024-06-21,15329.0,18057.0,382.0,30.0
PLTR,15.0,2024-07-19,39.0,1503.0,17.0,6.0
PLTR,15.0,2024-08-16,320.0,433.0,1.0,9.0
PLTR,15.0,2024-09-20,1238.0,3172.0,4.0,4.0
PLTR,15.0,2024-12-20,48.0,34.0,29.0,5.0
PLTR,15.0,2025-01-17,24943.0,21992.0,349.0,111.0
PLTR,15.0,2025-06-20,3062.0,2784.0,33.0,194.0
PLTR,15.0,2026-01-16,4863.0,1194.0,217.0,13.0
PLTR,15.5,2024-01-26,524.0,4673.0,279.0,1883.0
PLTR,15.5,2024-02-02,115.0,2016.0,43.0,769.0
PLTR,15.5,2024-02-09,203.0,2101.0,126.0,258.0
PLTR,15.5,2024-02-23,228.0,693.0,49.0,410.0
PLTR,15.5,2024-03-01,892.0,61.0,892.0,32.0
PLTR,16.0,2024-01-26,4164.0,7997.0,2106.0,2588.0
PLTR,16.0,2024-02-02,886.0,5309.0,310.0,859.0
PLTR,16.0,2024-02-09,735.0,2803.0,217.0,814.0
PLTR,16.0,2024-02-16,4892.0,19279.0,819.0,1981.0
PLTR,16.0,2024-02-23,319.0,2569.0,72.0,238.0
PLTR,16.0,2024-03-01,192.0,161.0,45.0,42.0
PLTR,16.0,2024-03-15,15462.0,14058.0,1345.0,172.0
PLTR,16.0,2024-04-19,2827.0,4819.0,258.0,206.0
PLTR,16.0,2024-05-17,3391.0,14949.0,34.0,34.0
PLTR,16.0,2024-06-21,3058.0,4312.0,29.0,16.0
PLTR,16.0,2024-07-19,4.0,50.0,3.0,70.0
PLTR,16.0,2024-08-16,1223.0,542.0,10.0,9.0
PLTR,16.5,2024-01-26,5393.0,5564.0,7066.0,2175.0
PLTR,16.5,2024-02-02,1655.0,4029.0,1157.0,460.0
PLTR,16.5,2024-02-09,1440.0,2633.0,487.0,340.0
PLTR,16.5,2024-02-23,388.0,319.0,75.0,60.0
PLTR,16.5,2024-03-01,236.0,80.0,79.0,74.0
PLTR,17.0,2024-01-26,9436.0,5333.0,9675.0,1940.0
PLTR,17.0,2024-02-02,3121.0,2300.0,1321.0,1423.0
PLTR,17.0,2024-02-09,4378.0,1411.0,3008.0,212.0
PLTR,17.0,2024-02-16,17128.0,11502.0,2818.0,963.0
PLTR,17.0,2024-02-23,800.0,493.0,225.0,61.0
PLTR,17.0,2024-03-01,774.0,50.0,788.0,25.0
PLTR,17.0,2024-03-15,13632.0,20619.0,989.0,294.0
PLTR,17.0,2024-04-19,3954.0,2990.0,338.0,231.0
PLTR,17.0,2024-05-17,4031.0,2278.0,59.0,66.0
PLTR,17.0,2024-06-21,12884.0,6813.0,500.0,61.0
PLTR,17.0,2024-07-19,51.0,,50.0,
PLTR,17.0,2024-08-16,2259.0,186.0,19.0,24.0
PLTR,17.0,2024-12-20,363.0,130.0,40.0,1.0
PLTR,17.0,2025-01-17,13625.0,5350.0,290.0,94.0
PLTR,17.0,2025-06-20,7717.0,2368.0,112.0,25.0
PLTR,17.0,2026-01-16,4984.0,1769.0,168.0,15.0
PLTR,17.5,2024-01-26,6648.0,4152.0,5248.0,666.0
PLTR,17.5,2024-02-02,3606.0,980.0,2279.0,292.0
PLTR,17.5,2024-02-09,3759.0,787.0,1569.0,215.0
PLTR,17.5,2024-02-23,572.0,340.0,194.0,26.0
PLTR,17.5,2024-03-01,69.0,42.0,3.0,16.0
PLTR,18.0,2024-01-26,13535.0,1853.0,6116.0,229.0
PLTR,18.0,2024-02-02,7001.0,732.0,1523.0,77.0
PLTR,18.0,2024-02-09,7882.0,353.0,5257.0,45.0
PLTR,18.0,2024-02-16,26193.0,13415.0,9476.0,732.0
PLTR,18.0,2024-02-23,2210.0,127.0,198.0,10.0
PLTR,18.0,2024-03-01,205.0,27.0,119.0,5.0
PLTR,18.0,2024-03-15,16203.0,10621.0,1547.0,89.0
PLTR,18.0,2024-04-19,5306.0,2219.0,404.0,86.0
PLTR,18.0,2024-05-17,3322.0,4935.0,99.0,348.0
PLTR,18.0,2024-06-21,6815.0,5334.0,243.0,2.0
PLTR,18.0,2024-07-19,20.0,,8.0,
PLTR,18.0,2024-08-16,2563.0,395.0,14.0,6.0
PLTR,18.0,2024-09-20,1075.0,2482.0,147.0,3.0
PLTR,18.5,2024-01-26,4368.0,652.0,783.0,420.0
PLTR,18.5,2024-02-02,1485.0,185.0,563.0,38.0
PLTR,18.5,2024-02-09,2016.0,489.0,739.0,164.0
PLTR,18.5,2024-02-23,426.0,39.0,59.0,5.0
PLTR,18.5,2024-03-01,242.0,24.0,64.0,7.0
PLTR,19.0,2024-01-26,5072.0,965.0,498.0,150.0
PLTR,19.0,2024-02-02,1399.0,164.0,471.0,12.0
PLTR,19.0,2024-02-09,3720.0,284.0,662.0,180.0
PLTR,19.0,2024-02-16,23480.0,6403.0,6967.0,92.0
PLTR,19.0,2024-02-23,871.0,73.0,247.0,6.0
PLTR,19.0,2024-03-01,112.0,19.0,28.0,5.0
PLTR,19.0,2024-03-15,8550.0,6718.0,344.0,40.0
PLTR,19.0,2024-04-19,5492.0,4607.0,319.0,22.0
PLTR,19.0,2024-05-17,1962.0,1872.0,90.0,16.0
PLTR,19.0,2024-06-21,3133.0,2884.0,15.0,2.0
PLTR,19.0,2024-07-19,27.0,4.0,26.0,0.0
PLTR,19.0,2024-08-16,2314.0,88.0,39.0,1.0
PLTR,19.5,2024-01-26,1839.0,211.0,229.0,55.0
PLTR,19.5,2024-02-02,415.0,533.0,213.0,100.0
PLTR,19.5,2024-02-09,1617.0,230.0,100.0,72.0
PLTR,19.5,2024-02-23,593.0,62.0,54.0,10.0
PLTR,19.5,2024-03-01,86.0,10.0,27.0,5.0
PLTR,20.0,2024-01-26,6595.0,3070.0,110.0,79.0
PLTR,20.0,2024-02-02,5731.0,254.0,2322.0,2.0
PLTR,20.0,2024-02-09,4958.0,130.0,1372.0,304.0
PLTR,20.0,2024-02-16,19576.0,12523.0,6923.0,37.0
PLTR,20.0,2024-02-23,1184.0,110.0,279.0,66.0
PLTR,20.0,2024-03-01,235.0,10.0,56.0,0.0
PLTR,20.0,2024-03-15,25163.0,12417.0,1814.0,40.0
PLTR,20.0,2024-04-19,7210.0,4029.0,547.0,116.0
PLTR,20.0,2024-05-17,6360.0,1533.0,790.0,8.0
PLTR,20.0,2024-06-21,18991.0,5405.0,458.0,1.0
PLTR,20.0,2024-07-19,223.0,,14.0,
PLTR,20.0,2024-08-16,356.0,191.0,23.0,2.0
PLTR,20.0,2024-09-20,2448.0,155.0,119.0,5.0
PLTR,20.0,2024-12-20,318.0,3301.0,25.0,3301.0
PLTR,20.0,2025-01-17,34372.0,3003.0,766.0,42.0
PLTR,20.0,2025-06-20,5221.0,560.0,46.0,7.0
PLTR,20.0,2026-01-16,7786.0,1273.0,293.0,2.0
PLTR,20.5,2024-01-26,3270.0,6.0,31.0,40.0
PLTR,20.5,2024-02-02,709.0,76.0,30.0,56.0
PLTR,20.5,2024-02-09,435.0,5.0,44.0,3.0
PLTR,20.5,2024-02-23,221.0,67.0,72.0,40.0
PLTR,20.5,2024-03-01,33.0,,12.0,
PLTR,21.0,2024-01-26,1414.0,1.0,152.0,2.0
PLTR,21.0,2024-02-02,501.0,50.0,83.0,2.0
PLTR,21.0,2024-02-09,1963.0,12.0,156.0,1.0
PLTR,21.0,2024-02-16,16751.0,3720.0,1266.0,1.0
PLTR,21.0,2024-02-23,397.0,,180.0,
PLTR,21.0,2024-03-01,269.0,,23.0,
PLTR,21.0,2024-03-15,13633.0,7251.0,663.0,6.0
PLTR,21.0,2024-04-19,3473.0,2023.0,179.0,23.0
PLTR,21.0,2024-05-17,6906.0,583.0,116.0,1.0
PLTR,21.0,2024-06-21,1364.0,626.0,42.0,28.0
PLTR,21.0,2024-07-19,228.0,,1.0,
PLTR,21.0,2024-08-16,226.0,,15.0,
PLTR,21.5,2024-01-26,848.0,0.0,364.0,1.0
PLTR,21.5,2024-02-02,102.0,90.0,109.0,2.0
PLTR,21.5,2024-02-09,348.0,2.0,271.0,1.0
PLTR,21.5,2024-02-23,208.0,,22.0,
PLTR,21.5,2024-03-01,3.0,5.0,1.0,5.0
PLTR,22.0,2024-01-26,2456.0,1.0,12.0,1.0
PLTR,22.0,2024-02-02,270.0,0.0,151.0,1.0
PLTR,22.0,2024-02-09,230.0,18.0,47.0,1.0
PLTR,22.0,2024-02-16,10416.0,1988.0,411.0,44.0
PLTR,22.0,2024-02-23,2286.0,1.0,357.0,1.0
PLTR,22.0,2024-03-01,140.0,4.0,14.0,0.0
PLTR,22.0,2024-03-15,27199.0,1135.0,104.0,1.0
PLTR,22.0,2024-04-19,5443.0,341.0,166.0,1.0
PLTR,22.0,2024-05-17,4050.0,928.0,32.0,1.0
PLTR,22.0,2024-06-21,10616.0,793.0,584.0,50.0
PLTR,22.0,2024-07-19,6.0,,2.0,
PLTR,22.0,2024-08-16,386.0,69.0,1.0,5.0
PLTR,22.0,2024-09-20,1174.0,1039.0,10.0,5.0
PLTR,22.0,2024-12-20,63.0,,19.0,
PLTR,22.0,2025-01-17,11014.0,932.0,576.0,1.0
PLTR,22.0,2025-06-20,3079.0,344.0,468.0,54.0
PLTR,22.0,2026-01-16,2334.0,272.0,59.0,2.0
PLTR,22.5,2024-01-26,590.0,1.0,2.0,1.0
PLTR,22.5,2024-02-02,36.0,,5.0,
PLTR,22.5,2024-02-09,243.0,,3.0,
PLTR,22.5,2024-02-23,25.0,,3.0,
PLTR,23.0,2024-01-26,517.0,1.0,2.0,1.0
PLTR,23.0,2024-02-02,290.0,,2.0,
PLTR,23.0,2024-02-09,82.0,,5.0,
PLTR,23.0,2024-02-16,4892.0,1350.0,242.0,177.0
PLTR,23.0,2024-02-23,1619.0,,151.0,
PLTR,23.0,2024-03-01,251.0,,250.0,
PLTR,23.0,2024-03-15,4094.0,526.0,540.0,5.0
PLTR,23.0,2024-04-19,1486.0,273.0,39.0,6.0
PLTR,23.0,2024-05-17,6195.0,682.0,33.0,9.0
PLTR,23.0,2024-06-21,948.0,509.0,5.0,1.0
PLTR,23.0,2024-07-19,47.0,,46.0,
PLTR,23.0,2024-08-16,113.0,,3.0,
PLTR,23.5,2024-01-26,255.0,,1.0,
PLTR,23.5,2024-02-02,20.0,,0.0,
PLTR,23.5,2024-02-09,50.0,,16.0,
PLTR,24.0,2024-01-26,1910.0,0.0,1.0,0.0
PLTR,24.0,2024-02-02,4649.0,,10.0,
PLTR,24.0,2024-02-09,1265.0,,13.0,
PLTR,24.0,2024-02-16,4424.0,81.0,146.0,12.0
PLTR,24.0,2024-02-23,172.0,,2.0,
PLTR,24.0,2024-03-01,28.0,,22.0,
PLTR,24.0,2024-03-15,19293.0,198.0,1695.0,2.0
PLTR,24.0,2024-04-19,8160.0,345.0,106.0,4.0
PLTR,24.0,2024-05-17,4654.0,349.0,36.0,1.0
PLTR,24.0,2024-06-21,3004.0,287.0,157.0,2.0
PLTR,24.0,2024-08-16,195.0,,6.0,
PLTR,25.0,2024-01-26,295.0,0.0,11.0,1.0
PLTR,25.0,2024-02-02,143.0,,11.0,
PLTR,25.0,2024-02-09,1073.0,,404.0,
PLTR,25.0,2024-02-16,8363.0,85.0,945.0,2.0
PLTR,25.0,2024-02-23,155.0,,11.0,
PLTR,25.0,2024-03-01,33.0,,21.0,
PLTR,25.0,2024-03-15,17389.0,169.0,136.0,1.0
PLTR,25.0,2024-04-19,2834.0,2529.0,576.0,7.0
PLTR,25.0,2024-05-17,3926.0,335.0,73.0,2.0
PLTR,25.0,2024-06-21,19275.0,667.0,572.0,2.0
PLTR,25.0,2024-07-19,62.0,,60.0,
PLTR,25.0,2024-08-16,580.0,,31.0,
PLTR,25.0,2024-09-20,1436.0,65.0,23.0,1.0
PLTR,25.0,2024-12-20,443.0,,22.0,
PLTR,25.0,2025-01-17,15945.0,2526.0,315.0,1.0
PLTR,25.0,2025-06-20,2887.0,372.0,29.0,1.0
PLTR,25.0,2026-01-16,3810.0,139.0,89.0,10.0
PLTR,26.0,2024-02-16,5309.0,194.0,81.0,1.0
PLTR,26.0,2024-03-15,10396.0,300.0,20.0,2.0
PLTR,26.0,2024-04-19,1979.0,82.0,1513.0,3.0
PLTR,26.0,2024-05-17,1743.0,1059.0,27.0,10.0
